Evaluating distance threshold  0.00010 1 1Evaluating distance threshold  0.06760 1 1Evaluating distance threshold  0.06880 1 1Evaluating distance threshold  0.07480 1 1Evaluating distance threshold  0.07550 1 1Evaluating distance threshold  0.07860 1 1Evaluating distance threshold  0.08020 1 1Evaluating distance threshold  0.08090 1 1Evaluating distance threshold  0.08160 1 1Evaluating distance threshold  0.08460 1 1Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
0.0001	2	1	1	2	0	0	3
0.0676	2	2	1	2	0	0	3
0.0688	3	3	1	3	0	0	2
0.0748	4	4	1	4	0	1.5	1
0.0755	5	5	1	5	0	0.972696	0
0.0786	5	6	1	5	0	0.631499	0
0.0802	5	7	1	5	0	0.463894	0
0.0809	5	8	1	5	0	-0.058476	0
0.0816	5	9	1	5	0	-0.509614	0
0.0846	5	10	1	5	0	0	0
