Evaluating distance threshold  0.00010 1 1Evaluating distance threshold  0.01170 1 1Evaluating distance threshold  0.01350 1 1Evaluating distance threshold  0.01380 1 1Evaluating distance threshold  0.02120 1 1Evaluating distance threshold  0.02540 1 1Evaluating distance threshold  0.02630 1 1Evaluating distance threshold  0.02660 1 1Evaluating distance threshold  0.03280 1 1Evaluating distance threshold  0.03310 1 1Evaluating distance threshold  0.03640 1 1Evaluating distance threshold  0.04420 1 1Evaluating distance threshold  0.05070 2 2Evaluating distance threshold  0.05410 2 2Evaluating distance threshold  0.05430 2 1Evaluating distance threshold  0.05460 2 1Evaluating distance threshold  0.05750 2 1Evaluating distance threshold  0.06010 2 1Evaluating distance threshold  0.06030 2 1Evaluating distance threshold  0.06230 2 1Evaluating distance threshold  0.06470 2 1Evaluating distance threshold  0.06800 2 1Evaluating distance threshold  0.06830 2 1Evaluating distance threshold  0.06990 2 1Evaluating distance threshold  0.07110 2 1Evaluating distance threshold  0.07560 2 1Evaluating distance threshold  0.07580 2 1Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
0.0001	2	1	1	2	0	0	6
0.0117	2	2	1	2	0	0	6
0.0135	3	3	1	3	0	0	5
0.0138	3	4	1	3	0	0.620107	5
0.0212	4	5	1	4	0	0.410814	4
0.0254	4	6	1	4	0	0.261319	4
0.0263	4	7	1	4	0	0.261319	4
0.0266	5	8	1	5	0	0.0502671	3
0.0328	5	9	1	5	0	0.0619922	3
0.0331	5	10	1	5	0	-0.210771	3
0.0364	5	11	1	5	0	-0.456257	3
0.0442	6	12	1	6	0	-0.336661	2
0.0507	8	14	2	6	2	1.26132	0
0.0541	8	15	2	6	2	2	0
0.0543	8	16	1	8	0	0.620107	0
0.0546	8	17	1	8	0	0.424404	0
0.0575	8	18	1	8	0	0.0619922	0
0.0601	8	19	1	8	0	-0.187166	0
0.0603	8	20	1	8	0	-0.187166	0
0.0623	8	21	1	8	0	-0.187166	0
0.0647	8	22	1	8	0	-0.187166	0
0.068	8	23	1	8	0	-0.187166	0
0.0683	8	24	1	8	0	-0.187166	0
0.0699	8	25	1	8	0	-0.187166	0
0.0711	8	26	1	8	0	-0.635651	0
0.0756	8	27	1	8	0	-1.08414	0
0.0758	8	28	1	8	0	0	0
