Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
1e-05	2	1	1	2	0	0	0
0.01399	2	2	1	2	0	0	1
0.01602	2	3	1	2	0	0	1
0.01734	2	4	1	2	0	1.5	2
0.02972	2	5	1	2	0	1.5	2
0.0314	2	6	1	2	0	1.5	2
0.03465	2	7	1	2	0	1.5	3
0.04738	2	8	1	2	0	1.5	3
0.04855	2	9	1	2	0	1.5	3
0.04932	2	10	1	2	0	1.5	3
0.05308	2	11	1	2	0	1.5	4
0.06188	2	12	1	2	0	1.5	4
0.06873	2	13	1	2	0	1.5	4
0.06966	2	14	1	2	0	1.5	4
0.07087	2	15	1	2	0	1.5	5
0.07355	2	16	1	2	0	1.5	5
0.07522	2	17	1	2	0	1.5	5
0.07612	2	18	1	2	0	1.5	6
0.07961	2	19	1	2	0	1.5	6
0.08337	2	20	1	2	0	1.5	6
0.08727	2	21	1	2	0	1.5	6
0.08781	2	22	1	2	0	1.5	6
0.08864	2	23	1	2	0	1.5	6
0.08957	2	24	1	2	0	1.5	6
0.09081	2	25	1	2	0	1.5	6
0.09667	2	26	1	2	0	-6.5	6
0.09765	2	27	1	2	0	-14.5	6
0.09843	2	28	1	2	0	0	6
