Evaluating distance threshold  0.00010 1 1Evaluating distance threshold  0.01080 1 1Evaluating distance threshold  0.01190 1 1Evaluating distance threshold  0.01690 1 1Evaluating distance threshold  0.02120 1 1Evaluating distance threshold  0.02510 1 1Evaluating distance threshold  0.02570 1 1Evaluating distance threshold  0.03380 1 1Evaluating distance threshold  0.03870 1 1Evaluating distance threshold  0.04030 1 1Evaluating distance threshold  0.04050 1 1Evaluating distance threshold  0.05330 1 1Evaluating distance threshold  0.05360 1 1Evaluating distance threshold  0.05500 1 1Evaluating distance threshold  0.05710 1 1Evaluating distance threshold  0.05780 1 1Evaluating distance threshold  0.06040 1 1Evaluating distance threshold  0.06120 1 1Evaluating distance threshold  0.06450 1 1Evaluating distance threshold  0.06470 1 1Evaluating distance threshold  0.06770 1 1Evaluating distance threshold  0.07050 1 1Evaluating distance threshold  0.07300 1 1Evaluating distance threshold  0.07340 1 1Evaluating distance threshold  0.07790 1 1Evaluating distance threshold  0.08060 1 1Evaluating distance threshold  0.08610 1 1Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
0.0001	2	1	1	2	0	0	6
0.0108	2	2	1	2	0	0	6
0.0119	3	3	1	3	0	0	5
0.0169	3	4	1	3	0	1.5	5
0.0212	4	5	1	4	0	1.17396	4
0.0251	4	6	1	4	0	0.941073	4
0.0257	4	7	1	4	0	0.941073	4
0.0338	5	8	1	5	0	0.612293	3
0.0387	5	9	1	5	0	0.630558	3
0.0403	5	10	1	5	0	0.646901	3
0.0405	5	11	1	5	0	0.66161	3
0.0533	6	12	1	6	0	0.54184	2
0.0536	6	13	1	6	0	0.559987	2
0.055	6	14	1	6	0	0.576556	2
0.0571	6	15	1	6	0	0.591744	2
0.0578	7	16	1	7	0	0.605717	1
0.0604	7	17	1	7	0	0.618616	1
0.0612	7	18	1	7	0	0.630558	1
0.0645	8	19	1	8	0	0.45924	0
0.0647	8	20	1	8	0	0.382147	0
0.0677	8	21	1	8	0	0.310027	0
0.0705	8	23	1	8	0	0.242415	0
0.073	8	24	1	8	0	0.242415	0
0.0734	8	25	1	8	0	0.242415	0
0.0779	8	26	1	8	0	-0.456243	0
0.0806	8	27	1	8	0	-1.1549	0
0.0861	8	28	1	8	0	0	0
