Evaluating distance threshold  0.00010 1 1Evaluating distance threshold  0.06980 1 1Evaluating distance threshold  0.07360 1 1Evaluating distance threshold  0.07730 1 1Evaluating distance threshold  0.08170 1 1Evaluating distance threshold  0.08200 1 1Evaluating distance threshold  0.08500 1 1Evaluating distance threshold  0.08660 1 1Evaluating distance threshold  0.08810 1 1Evaluating distance threshold  0.08900 1 1Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
0.0001	2	1	1	2	0	0	3
0.0698	2	2	1	2	0	0	3
0.0736	3	3	1	3	0	0	2
0.0773	4	4	1	4	0	1.5	1
0.0817	5	5	1	5	0	0.972696	0
0.082	5	6	1	5	0	0.631499	0
0.085	5	7	1	5	0	0.463894	0
0.0866	5	8	1	5	0	-0.058476	0
0.0881	5	9	1	5	0	-0.509614	0
0.089	5	10	1	5	0	0	0
