Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
1e-05	2	1	1	2	0	0	0
0.0188	2	3	1	2	0	0	1
0.02526	2	5	1	2	0	0	2
0.03172	2	6	1	2	0	1.5	2
0.03196	2	7	1	2	0	1.5	3
0.05171	2	8	1	2	0	1.5	3
0.05182	2	9	1	2	0	1.5	3
0.05874	2	10	1	2	0	1.5	3
0.05884	2	11	1	2	0	1.5	5
0.06744	2	12	1	2	0	1.5	5
0.083	2	13	1	2	0	1.5	5
0.08729	2	14	1	2	0	1.5	6
0.09367	2	15	1	2	0	1.5	6
0.09516	2	16	1	2	0	1.5	6
0.10217	2	17	1	2	0	1.5	6
0.10225	2	18	1	2	0	1.5	6
0.1028	2	19	1	2	0	1.5	6
0.10369	2	20	1	2	0	1.5	6
0.10514	2	21	1	2	0	1.5	6
0.10836	2	22	1	2	0	1.5	6
0.11006	2	23	1	2	0	1.5	6
0.11052	2	24	1	2	0	1.5	6
0.11248	2	25	1	2	0	1.5	6
0.11874	2	26	1	2	0	-5.83333	6
0.12022	2	27	1	2	0	-13.1667	6
0.12682	2	28	1	2	0	0	6
