Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
1e-05	2	1	1	2	0	0	0
0.0013	2	2	1	2	0	0	1
0.00521	2	4	1	2	0	0	2
0.01721	2	5	1	2	0	1.5	2
0.02262	2	6	1	2	0	1.5	2
0.0254	2	7	1	2	0	1.5	3
0.02667	2	8	1	2	0	1.5	3
0.03496	2	9	1	2	0	1.5	3
0.03531	2	10	1	2	0	1.5	3
0.03651	2	11	1	2	0	1.5	4
0.05146	2	12	1	2	0	1.5	4
0.05257	2	13	1	2	0	1.5	4
0.05546	2	14	1	2	0	1.5	4
0.05611	2	15	1	2	0	1.5	4
0.06	2	16	1	2	0	1.5	5
0.0839	2	17	1	2	0	1.5	5
0.08436	2	18	1	2	0	1.5	5
0.08642	2	19	1	2	0	1.5	5
0.08795	2	20	1	2	0	1.5	6
0.08999	2	21	1	2	0	1.5	6
0.09084	2	22	1	2	0	1.5	6
0.09103	2	23	1	2	0	1.5	6
0.09249	2	24	1	2	0	1.5	6
0.09292	2	25	1	2	0	1.5	6
0.09668	2	26	1	2	0	-6.16667	6
0.09807	2	27	1	2	0	-13.8333	6
0.09816	2	28	1	2	0	0	6
