Evaluating distance threshold  0.00010 1 1Evaluating distance threshold  0.01310 1 1Evaluating distance threshold  0.01350 1 1Evaluating distance threshold  0.01820 1 1Evaluating distance threshold  0.02400 1 1Evaluating distance threshold  0.02610 1 1Evaluating distance threshold  0.02770 1 1Evaluating distance threshold  0.03980 1 1Evaluating distance threshold  0.04220 1 1Evaluating distance threshold  0.04290 1 1Evaluating distance threshold  0.04310 1 1Evaluating distance threshold  0.05510 1 1Evaluating distance threshold  0.05540 1 1Evaluating distance threshold  0.05750 1 1Evaluating distance threshold  0.06100 1 1Evaluating distance threshold  0.06270 1 1Evaluating distance threshold  0.06410 1 1Evaluating distance threshold  0.06560 1 1Evaluating distance threshold  0.07190 1 1Evaluating distance threshold  0.07470 1 1Evaluating distance threshold  0.07560 1 1Evaluating distance threshold  0.07580 1 1Evaluating distance threshold  0.07880 1 1Evaluating distance threshold  0.08480 1 1Evaluating distance threshold  0.08650 1 1Evaluating distance threshold  0.09080 1 1Threshold	Nodes	Edges	Clusters	LargestCluster	SecondLargestCluster	Score	Singletons
0.0001	2	1	1	2	0	0	6
0.0131	2	2	1	2	0	0	6
0.0135	3	3	1	3	0	0	5
0.0182	3	4	1	3	0	1.5	5
0.024	4	5	1	4	0	1.1682	4
0.0261	4	6	1	4	0	0.931198	4
0.0277	4	7	1	4	0	0.931198	4
0.0398	5	8	1	5	0	0.596609	3
0.0422	5	9	1	5	0	0.615197	3
0.0429	5	10	1	5	0	0.631829	3
0.0431	5	11	1	5	0	0.788998	3
0.0551	6	12	1	6	0	0.795769	2
0.0554	6	13	1	6	0	0.931198	2
0.0575	7	15	1	7	0	0.812698	1
0.061	7	17	1	7	0	0.712428	1
0.0627	8	18	1	8	0	0.524911	0
0.0641	8	19	1	8	0	0.362397	0
0.0656	8	20	1	8	0	0.289003	0
0.0719	8	21	1	8	0	0.220196	0
0.0747	8	22	1	8	0	0.220196	0
0.0756	8	23	1	8	0	0.220196	0
0.0758	8	24	1	8	0	0.220196	0
0.0788	8	25	1	8	0	0.220196	0
0.0848	8	26	1	8	0	-0.490806	0
0.0865	8	27	1	8	0	-1.20181	0
0.0908	8	28	1	8	0	0	0
